VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type ,PULocationID,DOLocationID
2,03/06/2016 12:23:44 AM,03/06/2016 12:33:50 AM,N,1,-73.961296081542969,40.714408874511719,-73.992469787597656,40.703231811523438,1,3.45,12,0.5,0.5,3.32,0,,0.3,16.62,1,1,,
1,03/06/2016 12:35:51 AM,03/06/2016 12:45:43 AM,N,1,-73.972129821777344,40.689544677734375,-73.936271667480469,40.696903228759766,1,2.2,9.5,0.5,0.5,0,0,,0.3,10.8,2,1,,
2,03/06/2016 01:25:21 AM,03/06/2016 01:58:01 AM,N,1,-73.958206176757813,40.717273712158203,-73.887039184570313,40.6561279296875,1,6.78,26,0.5,0.5,0,0,,0.3,27.3,2,1,,
1,03/06/2016 02:24:27 AM,03/06/2016 02:28:53 AM,N,1,-73.951698303222656,40.714946746826172,-73.956268310546875,40.707901000976563,1,0.7,5,0.5,0.5,0,0,,0.3,6.3,2,1,,
2,03/06/2016 09:09:39 AM,03/06/2016 09:18:26 AM,N,5,-73.843658447265625,40.852104187011719,-73.7916259765625,40.886013031005859,1,4.14,15,0,0,0,0,,0,15,1,2,,
2,03/06/2016 10:03:54 AM,03/06/2016 10:10:54 AM,N,1,-73.954269409179688,40.685283660888672,0,0,1,1.12,6,0,0.5,2.04,0,,0.3,8.84,1,1,,
2,03/06/2016 11:22:30 AM,03/06/2016 11:25:11 AM,N,1,-73.959541320800781,40.808765411376953,-73.965156555175781,40.806064605712891,1,0.52,4,0,0.5,0.96,0,,0.3,5.76,1,1,,
2,03/06/2016 05:34:19 PM,03/06/2016 05:38:19 PM,N,1,-73.9256591796875,40.827945709228516,0,0,1,0.78,5.5,0,0.5,0,0,,0.3,6.3,2,1,,
2,03/06/2016 06:50:27 PM,03/06/2016 07:22:27 PM,N,1,-73.915863037109375,40.655399322509766,-73.91595458984375,40.657356262207031,1,8.23,29.5,0,0.5,7.58,0,,0.3,37.88,1,1,,
2,03/06/2016 07:29:53 PM,03/06/2016 07:36:00 PM,N,1,-73.9407958984375,40.688083648681641,-73.957481384277344,40.682403564453125,1,1.37,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,,
2,03/06/2016 09:50:46 PM,03/06/2016 09:57:53 PM,N,1,-73.978790283203125,40.683883666992188,-73.983779907226562,40.699851989746094,1,1.3,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
1,03/06/2016 09:02:42 PM,03/06/2016 09:07:18 PM,N,1,-73.992454528808594,40.689361572265625,-73.984779357910156,40.683040618896484,1,0.8,5,0.5,0.5,1.25,0,,0.3,7.55,1,1,,
1,03/06/2016 11:16:07 PM,03/06/2016 11:29:17 PM,N,1,-74.0238037109375,40.64227294921875,-73.984382629394531,40.691604614257813,2,6.9,20.5,0.5,0.5,0,0,,0.3,21.8,2,1,,
2,03/07/2016 06:46:48 AM,03/07/2016 06:56:13 AM,N,1,-73.943412780761719,40.681022644042969,-73.926132202148438,40.688358306884766,1,1.57,8.5,0,0.5,0,0,,0.3,9.3,2,1,,
2,03/07/2016 06:12:38 PM,03/07/2016 06:14:18 PM,N,1,-73.925285339355469,40.761688232421875,-73.925331115722656,40.761680603027344,1,0,3,1,0.5,0,0,,0.3,4.8,2,1,,
2,03/08/2016 08:54:59 AM,03/08/2016 09:04:57 AM,N,1,-73.9468994140625,40.788448333740234,-73.936668395996094,40.808025360107422,1,1.65,9,0,0.5,0,0,,0.3,9.8,1,1,,
2,03/08/2016 10:27:53 AM,03/08/2016 10:53:22 AM,N,1,-73.933464050292969,40.854911804199219,-73.984428405761719,40.761692047119141,1,8.03,27.5,0,0.5,5.66,0,,0.3,33.96,1,1,,
1,03/08/2016 04:05:10 PM,03/08/2016 04:16:53 PM,N,1,-73.994400024414063,40.680980682373047,-73.96588134765625,40.677463531494141,1,1.9,9,1,0.5,0,0,,0.3,10.8,2,1,,
2,03/08/2016 05:19:42 PM,03/08/2016 05:29:33 PM,N,1,-73.962242126464844,40.810482025146484,-73.941604614257813,40.839458465576172,1,2.33,10,1,0.5,2,0,,0.3,13.8,1,1,,
2,03/08/2016 08:17:47 PM,03/08/2016 08:26:02 PM,N,1,-73.950950622558594,40.723728179931641,-73.934593200683594,40.713485717773438,5,1.46,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
2,03/08/2016 10:06:17 PM,03/08/2016 10:15:58 PM,N,1,-73.924942016601562,40.768573760986328,-73.897331237792969,40.767173767089844,1,2.45,10,0.5,0.5,0,0,,0.3,11.3,2,1,,
2,03/09/2016 10:59:14 AM,03/09/2016 11:07:03 AM,N,1,-73.939216613769531,40.81060791015625,-73.954002380371094,40.8013916015625,1,1.15,7,0,0.5,0,0,,0.3,7.8,2,1,,
2,03/09/2016 04:54:12 PM,03/09/2016 05:03:16 PM,N,1,-73.99578857421875,40.678936004638672,-74.015983581542969,40.674758911132813,1,1.56,8,1,0.5,1.96,0,,0.3,11.76,1,1,,
2,03/09/2016 07:44:18 PM,03/09/2016 07:49:16 PM,N,1,-73.9501953125,40.680435180664063,-73.954185485839844,40.684391021728516,1,0.43,5,1,0.5,1.36,0,,0.3,8.16,1,1,,
1,03/09/2016 08:30:53 PM,03/09/2016 08:46:55 PM,N,1,-73.952468872070313,40.694656372070313,-73.951553344726563,40.643089294433594,1,3.6,14,0.5,0.5,2,0,,0.3,17.3,1,1,,
2,03/10/2016 12:10:14 AM,03/10/2016 12:21:50 AM,N,1,-73.946556091308594,40.788761138916016,-73.9364013671875,40.825546264648438,1,3.88,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1,,
2,03/10/2016 12:57:24 AM,03/10/2016 01:07:29 AM,N,1,-73.972320556640625,40.676563262939453,-73.982368469238281,40.679233551025391,2,0.81,8,0.5,0.5,0,0,,0.3,9.3,1,1,,
2,03/10/2016 08:13:49 AM,03/10/2016 08:23:59 AM,N,1,-73.949272155761719,40.802661895751953,-73.966629028320312,40.794158935546875,1,1.48,8.5,0,0.5,1.7,0,,0.3,11,1,1,,
2,03/10/2016 05:20:33 PM,03/10/2016 05:43:12 PM,N,1,-73.961357116699219,40.806316375732422,-73.987213134765625,40.759517669677734,5,3.9,16.5,1,0.5,1.7,0,,0.3,20,1,1,,
2,03/10/2016 07:03:50 PM,03/10/2016 07:13:46 PM,N,1,-73.925338745117187,40.761756896972656,-73.909904479980469,40.775508880615234,3,1.32,8,1,0.5,0,0,,0.3,9.8,1,1,,
2,03/10/2016 07:30:26 PM,03/10/2016 07:39:53 PM,N,1,-73.878204345703125,40.748306274414063,-73.862724304199219,40.737335205078125,1,1.46,8,1,0.5,0,0,,0.3,9.8,2,1,,
2,03/11/2016 02:28:08 AM,03/11/2016 02:55:47 AM,N,1,-73.83154296875,40.714923858642578,-73.950958251953125,40.82183837890625,1,12.97,38,0.5,0.5,0,5.54,,0.3,44.84,2,1,,
2,03/11/2016 09:30:01 AM,03/11/2016 09:34:55 AM,N,1,-73.953819274902344,40.787528991699219,-73.967880249023438,40.790599822998047,1,0.97,5.5,0,0.5,1.7,0,,0.3,8,1,1,,
2,03/11/2016 05:36:57 PM,03/11/2016 05:45:53 PM,N,1,-73.968017578125,40.692981719970703,-73.975990295410156,40.684120178222656,1,1.4,8,1,0.5,0,0,,0.3,9.8,2,1,,
1,03/11/2016 06:33:52 PM,03/11/2016 06:45:51 PM,N,1,-73.994316101074219,40.694637298583984,-73.978050231933594,40.685806274414063,1,1.3,9,0,0.5,2.45,0,,0.3,12.25,1,1,,
1,03/11/2016 06:16:00 PM,03/11/2016 06:28:35 PM,N,1,-73.97613525390625,40.687049865722656,-73.946624755859375,40.695621490478516,1,2,10,0.5,0.5,0,0,,0.3,11.3,1,1,,
2,03/11/2016 10:15:45 PM,03/11/2016 10:22:46 PM,N,1,-73.955421447753906,40.812335968017578,-73.944564819335938,40.794734954833984,1,1.74,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,,
2,03/11/2016 11:08:31 PM,03/11/2016 11:45:16 PM,N,1,-73.964004516601563,40.679367065429687,-73.952598571777344,40.821922302246094,1,14.32,42.5,0.5,0.5,8.76,0,,0.3,52.56,1,1,,
1,03/12/2016 01:01:33 AM,03/12/2016 01:07:57 AM,N,1,-73.908523559570312,40.876533508300781,-73.896530151367188,40.866977691650391,1,1.1,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,,
2,03/12/2016 04:11:59 AM,03/12/2016 04:18:45 AM,N,1,-73.886001586914063,40.747516632080078,-73.872856140136719,40.749118804931641,1,1.15,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,,
2,03/12/2016 05:51:11 AM,03/12/2016 06:05:02 AM,N,1,-73.9453125,40.800258636474609,-73.994270324707031,40.766506195068359,1,4.39,15,0.5,0.5,0,0,,0.3,16.3,2,1,,
2,03/12/2016 12:16:56 PM,03/13/2016 11:46:43 AM,N,5,-73.919700622558594,40.816619873046875,-73.908119201660156,40.824916839599609,3,1.13,8,0,0,0,0,,0,8,2,2,,
2,03/12/2016 01:16:56 PM,03/12/2016 01:26:05 PM,N,1,-73.883209228515625,40.747718811035156,-73.869392395019531,40.734321594238281,1,1.37,7.5,0,0.5,0,0,,0.3,8.3,2,1,,
2,03/12/2016 06:19:39 PM,03/12/2016 06:32:16 PM,N,1,-73.94537353515625,40.822898864746094,-73.951469421386719,40.797866821289063,1,2.1,10.5,0,0.5,0,0,,0.3,11.3,2,1,,
2,03/12/2016 09:48:52 PM,03/12/2016 09:59:54 PM,N,1,-73.903007507324219,40.746250152587891,-73.92828369140625,40.763397216796875,5,2.03,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1,,
2,03/12/2016 11:13:55 PM,03/12/2016 11:15:47 PM,N,1,-73.938117980957031,40.84442138671875,-73.936042785644531,40.848491668701172,1,0.32,3.5,0.5,0.5,0,0,,0.3,4.8,2,1,,
2,03/13/2016 12:11:16 AM,03/13/2016 12:22:58 AM,N,1,-73.980995178222656,40.675537109375,-73.951080322265625,40.671619415283203,1,1.86,10,0.5,0.5,0,0,,0.3,11.3,1,1,,
2,03/13/2016 12:09:38 AM,03/13/2016 12:13:18 AM,N,1,-73.955429077148438,40.719970703125,-73.946792602539062,40.725067138671875,1,0.58,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1,,
2,03/13/2016 01:19:35 PM,03/13/2016 01:37:47 PM,N,1,-73.83038330078125,40.759433746337891,-73.873512268066406,40.773983001708984,1,3.81,16.5,0,0.5,1,0,,0.3,18.3,1,1,,
2,03/13/2016 03:04:07 PM,03/13/2016 03:21:37 PM,N,1,-73.978248596191406,40.684906005859375,-74.000373840332031,40.722133636474609,2,3.22,15,0,0.5,1.5,0,,0.3,17.3,1,1,,
1,03/14/2016 08:16:17 AM,03/14/2016 08:29:03 AM,N,1,-73.890029907226562,40.746082305908203,-73.861763000488281,40.768409729003906,1,4,14.5,0,0.5,0,0,,0.3,15.3,2,1,,
2,03/14/2016 09:59:10 AM,03/14/2016 10:01:24 AM,N,1,-73.920005798339844,40.832126617431641,-73.922775268554688,40.827159881591797,1,0.38,3.5,0,0.5,0,0,,0.3,4.3,2,1,,
2,03/14/2016 02:22:46 PM,03/14/2016 02:41:33 PM,N,1,-73.891380310058594,40.746555328369141,-73.936897277832031,40.74517822265625,2,2.73,14,0,0.5,0,0,,0.3,14.8,2,1,,
2,03/14/2016 04:17:08 PM,03/14/2016 04:27:51 PM,N,1,-73.953147888183594,40.788570404052734,-73.951133728027344,40.774311065673828,1,1.4,8.5,1,0.5,0,0,,0.3,10.3,2,1,,
2,03/14/2016 04:46:56 PM,03/14/2016 04:54:39 PM,N,1,-73.770195007324219,40.761867523193359,-73.762489318847656,40.736976623535156,1,2.05,8.5,1,0.5,0,0,,0.3,10.3,2,1,,
2,03/15/2016 11:16:06 AM,03/15/2016 11:20:57 AM,N,1,-73.961700439453125,40.713924407958984,-73.961036682128906,40.712009429931641,1,0.72,5,0,0.5,0,0,,0.3,5.8,2,1,,
1,03/15/2016 11:48:24 AM,03/15/2016 12:26:19 PM,N,1,-73.949501037597656,40.680252075195313,-73.739364624023437,40.705455780029297,1,14.6,44,0,0.5,0,0,,0.3,44.8,2,1,,
2,03/15/2016 02:47:31 PM,03/15/2016 03:01:53 PM,N,1,-73.891143798828125,40.746841430664062,-73.8623046875,40.7686767578125,1,3.94,15.5,0,0.5,0,0,,0.3,16.3,2,1,,
2,03/15/2016 05:18:31 PM,03/15/2016 05:28:50 PM,N,1,-73.980293273925781,40.676380157470703,-73.998451232910156,40.657989501953125,1,1.64,9,1,0.5,3.24,0,,0.3,14.04,1,1,,
2,03/15/2016 09:03:34 PM,03/15/2016 09:11:41 PM,N,1,-73.844337463378906,40.721343994140625,-73.836143493652344,40.705944061279297,1,1.76,8,0.5,0.5,2.79,0,,0.3,12.09,1,1,,
2,03/15/2016 09:22:53 PM,03/15/2016 09:28:17 PM,N,1,-73.994209289550781,40.681240081787109,-74.010383605957031,40.679538726806641,1,1.24,6,0.5,0.5,3,0,,0.3,10.3,1,1,,
2,03/15/2016 11:23:38 PM,03/15/2016 11:28:03 PM,N,1,-73.903472900390625,40.745426177978516,-73.897743225097656,40.737781524658203,1,0.83,5,0.5,0.5,0,0,,0.3,6.3,2,1,,
2,03/16/2016 07:46:37 AM,03/16/2016 08:07:55 AM,N,1,-73.987625122070313,40.701534271240234,-73.970680236816406,40.760028839111328,1,6.64,22,0,0.5,3.42,0,,0.3,26.22,1,1,,
2,03/16/2016 07:06:45 PM,03/16/2016 07:21:47 PM,N,1,-73.978775024414063,40.68359375,-73.940109252929687,40.66009521484375,1,3.06,12.5,1,0.5,0,0,,0.3,14.3,1,1,,
2,03/17/2016 06:17:02 AM,03/17/2016 06:23:24 AM,N,1,-73.936973571777344,40.849010467529297,-73.954544067382813,40.820896148681641,1,2.16,8.5,0,0.5,0,0,,0.3,9.3,2,1,,
2,03/17/2016 12:28:52 PM,03/17/2016 12:33:41 PM,N,1,-73.844268798828125,40.721458435058594,-73.852439880371094,40.718475341796875,1,0.7,5,0,0.5,0,0,,0.3,5.8,2,1,,
1,03/17/2016 07:32:13 PM,03/17/2016 07:35:38 PM,N,1,-73.957931518554687,40.71966552734375,-73.957412719726563,40.714450836181641,1,0.5,4.5,1,0.5,0,0,,0.3,6.3,2,1,,
1,03/17/2016 09:38:19 PM,03/17/2016 09:51:21 PM,N,1,-73.941734313964844,40.798755645751953,-73.945915222167969,40.823738098144531,1,2.4,11.5,0.5,0.5,2.55,0,,0.3,15.35,1,1,,
1,03/18/2016 08:50:43 AM,03/18/2016 08:59:28 AM,N,1,-73.917640686035156,40.770072937011719,-73.9337158203125,40.753078460693359,1,1.5,8,0.5,0.5,0,0,,0.3,9.3,4,1,,
2,03/18/2016 02:02:24 PM,03/18/2016 02:20:01 PM,N,1,-73.951858520507813,40.725643157958984,-73.932319641113281,40.708118438720703,1,2.31,13,0,0.5,2.76,0,,0.3,16.56,1,1,,
2,03/18/2016 05:31:35 PM,03/18/2016 05:32:05 PM,N,1,-73.940650939941406,40.814422607421875,-73.94219970703125,40.812393188476563,1,0.09,2.5,1,0.5,0,0,,0.3,4.3,2,1,,
2,03/18/2016 07:06:09 PM,03/18/2016 07:16:07 PM,N,1,-73.938369750976563,40.804828643798828,-73.95819091796875,40.813358306884766,1,1.28,8,1,0.5,0,0,,0.3,9.8,1,1,,
1,03/18/2016 07:50:30 PM,03/18/2016 08:00:54 PM,N,1,-73.921684265136719,40.766506195068359,-73.9122314453125,40.753742218017578,1,1.3,8.5,1,0.5,0,0,,0.3,10.3,2,1,,
1,03/18/2016 10:29:06 PM,03/18/2016 10:36:18 PM,N,1,-73.9566650390625,40.687904357910156,-73.93560791015625,40.682735443115234,1,1.6,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
2,03/19/2016 03:21:58 AM,03/19/2016 03:32:32 AM,N,1,-73.932792663574219,40.706935882568359,-73.956520080566406,40.717025756835938,1,1.97,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1,,
2,03/19/2016 08:09:53 AM,03/19/2016 08:36:29 AM,N,1,-73.845512390136719,40.848575592041016,-73.82867431640625,40.973785400390625,1,12.73,37,0,0.5,0,0,,0.3,37.8,2,1,,
2,03/19/2016 03:40:59 PM,03/19/2016 03:57:08 PM,N,1,-73.869560241699219,40.734428405761719,-73.810676574707031,40.735702514648438,1,3.92,15,0,0.5,5,0,,0.3,20.8,1,1,,
2,03/19/2016 07:24:59 PM,03/19/2016 07:37:19 PM,N,1,-73.807395935058594,40.699363708496094,-73.859046936035156,40.686660766601563,1,3.15,12.5,0,0.5,0,0,,0.3,13.3,2,1,,
2,03/19/2016 08:11:31 PM,03/19/2016 08:33:22 PM,N,1,-73.947441101074219,40.830848693847656,-73.985649108886719,40.752296447753906,1,7.02,24,0.5,0.5,0,0,,0.3,25.3,2,1,,
2,03/19/2016 08:31:46 PM,03/19/2016 08:59:18 PM,N,1,-73.953804016113281,40.74346923828125,-73.9881591796875,40.727916717529297,1,5.46,22,0.5,0.5,4.66,0,,0.3,27.96,1,1,,
2,03/19/2016 11:34:28 PM,03/19/2016 11:42:04 PM,N,1,-73.951347351074219,40.810218811035156,-73.93560791015625,40.811820983886719,1,1.16,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
1,03/20/2016 01:37:50 AM,03/20/2016 01:51:18 AM,N,1,-73.9678955078125,40.648876190185547,-73.957893371582031,40.689144134521484,1,3.6,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,,
2,03/20/2016 03:19:37 AM,03/20/2016 03:20:48 AM,N,1,-73.964889526367187,40.711921691894531,-73.962028503417969,40.715877532958984,1,0.31,3,0.5,0.5,0,0,,0.3,4.3,1,1,,
2,03/20/2016 03:52:06 AM,03/20/2016 03:59:57 AM,N,1,-73.920455932617187,40.76806640625,-73.914520263671875,40.778854370117188,1,1.33,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1,,
2,03/20/2016 11:57:33 AM,03/20/2016 12:02:40 PM,N,1,-73.971481323242187,40.679794311523438,-73.972450256347656,40.691116333007813,1,0.78,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,,
2,03/20/2016 12:22:42 PM,03/20/2016 12:30:47 PM,N,1,-73.939598083496094,40.80145263671875,-73.955886840820313,40.806236267089844,1,1.05,7,0,0.5,0,0,,0.3,7.8,2,1,,
1,03/20/2016 09:42:57 PM,03/20/2016 09:52:02 PM,N,1,-73.999778747558594,40.693359375,-73.967788696289063,40.680747985839844,1,2.1,9.5,0.5,0.5,2.15,0,,0.3,12.95,1,1,,
2,03/21/2016 10:26:20 AM,03/21/2016 10:46:44 AM,N,1,-73.951530456542969,40.790836334228516,-73.966064453125,40.763317108154297,1,2.74,14.5,0,0.5,0,0,,0.3,15.3,2,1,,
2,03/22/2016 01:09:46 AM,03/22/2016 01:13:22 AM,N,1,-73.940666198730469,40.788955688476562,-73.945343017578125,40.782413482666016,1,0.79,5,0.5,0.5,0,0,,0.3,6.3,2,1,,
1,03/22/2016 08:28:08 AM,03/22/2016 08:50:05 AM,N,1,-73.957000732421875,40.745765686035156,-73.974296569824219,40.758460998535156,1,4.1,18.5,0,0.5,3.85,0,,0.3,23.15,1,1,,
2,03/22/2016 11:54:36 AM,03/22/2016 12:05:29 PM,N,1,-73.937393188476563,40.804515838623047,-73.951484680175781,40.819862365722656,1,1.74,9,0,0.5,1,0,,0.3,10.8,1,1,,
2,03/23/2016 10:27:51 AM,03/23/2016 10:32:09 AM,N,1,-73.936241149902344,40.814907073974609,-73.944000244140625,40.809810638427734,1,0.92,5.5,0,0.5,0,0,,0.3,6.3,2,1,,
1,03/23/2016 03:20:36 PM,03/23/2016 03:24:44 PM,N,1,-73.964485168457031,40.807144165039063,-73.969924926757813,40.797153472900391,1,0.8,5,0,0.5,0.55,0,,0.3,6.35,1,1,,
1,03/23/2016 04:13:06 PM,03/23/2016 04:34:12 PM,N,1,-73.84857177734375,40.856548309326172,-73.858779907226563,40.823837280273438,1,3.3,16,1,0.5,0,0,,0.3,17.8,2,1,,
2,03/23/2016 05:04:06 PM,03/23/2016 05:13:40 PM,N,1,-73.859710693359375,40.733116149902344,-73.826080322265625,40.747013092041016,1,2.52,10.5,1,0.5,2.46,0,,0.3,14.76,1,1,,
2,03/23/2016 05:17:31 PM,03/23/2016 05:36:47 PM,N,1,-73.959159851074219,40.716476440429688,-73.981704711914063,40.724376678466797,1,2.51,14,1,0.5,3.16,0,,0.3,18.96,1,1,,
2,03/23/2016 08:18:12 PM,03/23/2016 08:22:45 PM,N,1,-73.93206787109375,40.795578002929687,-73.938331604003906,40.7919921875,5,1,5.5,0.5,0.5,0,0,,0.3,6.8,1,1,,
2,03/23/2016 11:50:29 PM,03/24/2016 12:03:01 AM,N,1,-73.969200134277344,40.689510345458984,-73.937210083007813,40.710170745849609,1,3.39,12.5,0.5,0.5,2.76,0,,0.3,16.56,1,1,,
1,03/23/2016 11:01:49 PM,03/23/2016 11:05:35 PM,N,1,-73.884635925292969,40.747859954833984,-73.8834228515625,40.749008178710938,1,0.2,4,0.5,0.5,0,0,,0.3,5.3,3,1,,
2,03/24/2016 03:29:30 PM,03/24/2016 04:42:24 PM,N,2,-73.943710327148438,40.829368591308594,-73.783470153808594,40.643745422363281,1,18.7,52,0,0.5,11.67,5.54,,0.3,70.01,1,1,,
1,03/24/2016 09:21:20 PM,03/24/2016 09:30:48 PM,N,1,-73.857254028320312,40.906475067138672,-73.887443542480469,40.858184814453125,1,4.5,15,0.5,0.5,0,0,,0.3,16.3,2,1,,
2,03/25/2016 12:08:19 PM,03/25/2016 12:13:20 PM,N,1,-73.968666076660156,40.678447723388672,-73.977989196777344,40.663272857666016,2,1.2,6,0,0.5,1.36,0,,0.3,8.16,1,1,,
2,03/25/2016 01:14:25 PM,03/25/2016 01:27:15 PM,N,1,-73.9537353515625,40.801727294921875,-73.98516845703125,40.780181884765625,1,2.73,11,0,0.5,0,0,,0.3,11.8,2,1,,
2,03/25/2016 02:07:11 PM,03/25/2016 02:20:35 PM,N,1,-73.935867309570313,40.849964141845703,-73.897071838378906,40.822200775146484,1,4.44,15,0,0.5,0,0,,0.3,15.8,2,1,,
2,03/25/2016 09:41:07 PM,03/25/2016 09:54:02 PM,N,1,-73.977561950683594,40.684547424316406,-73.949295043945313,40.694778442382813,1,2.25,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,,
2,03/26/2016 12:09:50 AM,03/26/2016 12:24:46 AM,N,1,-73.981544494628906,40.689826965332031,-73.994392395019531,40.662815093994141,1,2.26,11.5,0.5,0.5,3,0,,0.3,15.8,1,1,,
2,03/26/2016 09:19:26 AM,03/26/2016 09:32:04 AM,N,1,-73.843902587890625,40.721309661865234,-73.801261901855469,40.732921600341797,1,2.98,12,0,0.5,3.2,0,,0.3,16,1,1,,
2,03/26/2016 01:20:47 PM,03/26/2016 01:36:30 PM,N,1,-73.989677429199219,40.7020263671875,-74.01031494140625,40.720081329345703,3,2.3,13,0,0.5,2.76,0,,0.3,16.56,1,1,,
2,03/27/2016 12:53:13 AM,03/27/2016 01:05:36 AM,N,1,-73.969383239746094,40.641643524169922,-73.957893371582031,40.671604156494141,1,2.78,11,0.5,0.5,2.46,0,,0.3,14.76,1,1,,
2,03/27/2016 12:42:00 PM,03/27/2016 12:53:36 PM,N,1,-73.932296752929688,40.795742034912109,-73.966468811035156,40.793373107910156,1,2.49,10.5,0,0.5,2.82,0,,0.3,14.12,1,1,,
2,03/28/2016 12:04:48 AM,03/28/2016 12:22:08 AM,N,1,-73.924697875976563,40.822563171386719,-73.846427917480469,40.877090454101563,1,11.27,31.5,0.5,0.5,0,0,,0.3,32.8,2,1,,
2,03/28/2016 10:18:50 AM,03/28/2016 10:46:25 AM,N,1,-74.000923156738281,40.687122344970703,-73.988304138183594,40.695320129394531,2,1.36,16.5,0,0.5,0,0,,0.3,17.3,2,1,,
1,03/28/2016 10:17:27 AM,03/28/2016 10:34:41 AM,Y,1,-73.940353393554688,40.694370269775391,-73.98095703125,40.690032958984375,1,2.3,12.5,0,0.5,3.95,0,,0.3,17.25,1,1,,
2,03/28/2016 12:47:23 PM,03/28/2016 01:03:20 PM,N,1,-73.938819885253906,40.804965972900391,-73.949028015136719,40.771892547607422,1,2.97,13,0,0.5,0,0,,0.3,13.8,2,1,,
1,03/28/2016 03:33:18 PM,03/28/2016 03:38:08 PM,N,1,-73.965171813964844,40.68310546875,-73.977882385253906,40.689060211181641,1,1,5.5,0,0.5,0,0,,0.3,6.3,2,1,,
2,03/28/2016 06:20:40 PM,03/28/2016 06:30:09 PM,N,1,-73.987174987792969,40.693717956542969,-73.99658203125,40.680240631103516,1,1.19,7.5,1,0.5,1.86,0,,0.3,11.16,1,1,,
2,03/28/2016 08:34:59 PM,03/28/2016 08:38:30 PM,N,1,-73.975074768066406,40.680656433105469,-73.981689453125,40.670829772949219,1,0.8,5,0.5,0.5,0,0,,0.3,6.3,2,1,,
2,03/28/2016 10:56:16 PM,03/28/2016 11:03:19 PM,N,1,-73.956100463867188,40.820579528808594,-73.941818237304687,40.828018188476563,2,1.27,7,0.5,0.5,2.08,0,,0.3,10.38,1,1,,
2,03/29/2016 08:37:51 AM,03/29/2016 08:48:48 AM,N,1,-73.8304443359375,40.759452819824219,-73.837806701660156,40.772895812988281,1,1.55,9,0,0.5,1.96,0,,0.3,11.76,1,1,,
2,03/29/2016 04:31:14 PM,03/29/2016 04:45:12 PM,N,1,-73.860588073730469,40.833461761474609,-73.912765502929688,40.820026397705078,1,3.52,13.5,1,0.5,0,0,,0.3,15.3,2,1,,
2,03/29/2016 07:10:54 PM,03/29/2016 07:14:29 PM,N,1,-73.925491333007813,40.761730194091797,-73.933387756347656,40.754585266113281,1,0.73,4.5,1,0.5,1.26,0,,0.3,7.56,1,1,,
2,03/29/2016 09:13:58 PM,03/29/2016 09:21:09 PM,N,1,-73.932670593261719,40.795600891113281,-73.951904296875,40.786293029785156,1,1.53,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
2,03/29/2016 11:19:19 PM,03/29/2016 11:56:33 PM,N,1,-73.957878112792969,40.721900939941406,-73.972984313964844,40.755287170410156,1,7.25,28.5,0.5,0.5,0,0,,0.3,29.8,2,1,,
1,03/29/2016 11:35:31 PM,03/29/2016 11:42:53 PM,N,1,-73.93939208984375,40.815837860107422,-73.943351745605469,40.831218719482422,1,2,8,0.5,0.5,0,0,,0.3,9.3,2,1,,
2,03/30/2016 08:56:39 AM,03/30/2016 09:00:55 AM,N,1,-73.952018737792969,40.809097290039063,-73.960189819335938,40.809818267822266,6,0.54,4.5,0,0.5,0.53,0,,0.3,5.83,1,1,,
2,03/30/2016 08:21:51 AM,03/31/2016 12:00:00 AM,N,1,-73.923728942871094,40.866905212402344,-73.942543029785156,40.845836639404297,1,2.02,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,,
2,03/30/2016 10:06:33 AM,03/30/2016 10:17:21 AM,N,1,-73.954185485839844,40.787021636962891,-73.955947875976563,40.784938812255859,3,1.57,9,0,0.5,0,0,,0.3,9.8,2,1,,
2,03/30/2016 09:06:51 PM,03/30/2016 09:13:50 PM,N,1,-73.947425842285156,40.825088500976562,-73.944633483886719,40.808940887451172,1,1.49,7.5,0.5,0.5,0,0,,0.3,8.8,1,1,,
2,03/31/2016 07:14:42 PM,03/31/2016 07:21:34 PM,N,1,-73.939949035644531,40.841083526611328,-73.927543640136719,40.866596221923828,1,2.68,9.5,1,0.5,0,0,,0.3,11.3,2,1,,
